time,site,easting,northing,Year,richness,ca1.score
t3,S405,382996,556656,2019,20,1.027111799
t3,S406,379017,558258,2017,16,1.235546571
t3,S406,379017,558258,2018,20,1.102708704
t3,S406,379017,558258,2019,15,1.185065812
t3,S407,380300,546700,2017,13,1.005622871
t3,S407,380300,546700,2018,16,1.069883236
t3,S409,369819,563165,2019,27,0.51276424
t3,S410,368363,562011,2017,21,0.968724233
t3,S412,371632,546786,2017,14,0.798545862
t3,S412,371632,546786,2018,12,1.350017455
t3,S412,371632,546786,2019,3,1.285086442
t3,S413,370787,543572,2017,17,1.227385825
t3,S415,392011,573297,2019,14,0.564008438
t3,S417,386137,576535,2017,20,0.642431707
t3,S417,386137,576535,2018,16,1.092074816
t3,S418,384910,578935,2017,23,0.49488963
t3,S418,384910,578935,2018,19,0.64890383
t3,S419,386392,582335,2017,25,0.759362204
t3,S419,386392,582335,2018,24,0.801044265
t3,S419,386392,582335,2019,19,0.312963501
t3,S420,414258,415787,2018,14,0.09135248
t3,S421,388800,592600,2019,18,0.107488071
t3,S423,392307,592902,2017,19,0.706969627
t3,S424,393513,592859,2017,26,0.579937043
t3,S426,383795,583108,2017,25,0.849835735
t3,S426,383795,583108,2018,19,0.560956167
t3,S427,378284,584987,2017,23,0.874125842
t3,S427,378284,584987,2018,11,0.722568717
t3,S427,378284,584987,2019,14,0.479832714
t3,S428,378573,585460,2017,21,0.81199811
t3,S428,378573,585460,2018,13,0.999762593
t3,S428,378573,585460,2019,24,0.695322788
t3,S429,363153,589225,2017,15,1.150571003
t3,S429,363153,589225,2018,13,1.272342794
t3,S429,363153,589225,2019,15,1.178033485
t3,S431,429610,547208,2017,19,0.113834966
t3,S431,429610,547208,2019,21,0.097580276
t3,S432,428708,541007,2017,13,0.432890997
t3,S433,426523,537789,2019,15,0.346402822
t3,S436,414800,530700,2019,19,1.0976531
t3,S437,407446,536852,2019,20,1.025808908
t3,S441,428488,551399,2018,15,-0.248967851
t3,S442,433489,549069,2018,17,0.002162771
t3,S443,433115,552590,2018,12,-0.444424397
t3,S444,427359,549543,2017,22,0.192350508
t3,S445,427800,548500,2017,9,-0.328320705
t3,S447,432003,541789,2017,15,0.940107649
t3,S457,423600,535900,2019,20,0.073388816
t3,S462,411030,531965,2017,21,0.844706712
t3,S462,411030,531965,2018,17,0.968571788
t3,S462,411030,531965,2019,23,0.926310856
t3,S463,410628,536080,2019,15,1.12101986
t3,S464,407637,537536,2019,26,0.96136189
t3,S465,400548,534979,2019,17,1.056465813
t3,S466,398958,539870,2018,16,1.442764912
t3,S466,398958,539870,2019,20,1.013471983
t3,S467,395280,538664,2018,19,1.091669654
t3,S469,407774,452469,2017,21,0.711288891
t3,S470,385748,539606,2018,16,1.078999483
t3,S473,434572,511368,2017,22,0.185963868
t3,S473,434572,511368,2018,15,0.210493541
t3,S473,434572,511368,2019,22,0.22676442
t3,S474,431144,510074,2019,17,0.426309565
t3,S475,428987,509801,2019,19,0.762276051
t3,S476,424829,513590,2017,16,0.688310986
t3,S476,424829,513590,2018,12,1.043713012
t3,S476,424829,513590,2019,17,0.870797677
t3,S477,417568,516295,2018,11,1.324962555
t3,S480,450829,460257,2018,22,-0.591902125
t3,S481,394712,525171,2019,18,0.998845258
t3,S483,388927,528315,2019,15,0.767410879
t3,S484,383838,529713,2017,16,1.104422614
t3,S484,383838,529713,2018,16,0.986467813
t3,S484,383838,529713,2019,21,0.804552679
t3,S485,376075,533867,2017,20,0.907812175
t3,S485,376075,533867,2018,18,0.913328121
t3,S485,376075,533867,2019,15,1.035873713
t3,S486,448944,527840,2019,10,-0.499084043
t3,S487,447901,525744,2018,12,-0.48984123
t3,S489,443707,523478,2019,10,0.077242633
t3,S490,436923,525311,2019,16,-0.214479035
t3,S491,443051,518646,2018,13,-0.590887765
t3,S491,443051,518646,2019,13,-0.483200287
t3,S492,446387,515099,2019,10,-0.529128048
t3,S493,428922,509161,2018,14,-0.087624228
t3,S495,428906,523271,2018,19,-0.075357124
t3,S495,428906,523271,2019,21,-0.363926379
t3,S497,431668,528523,2018,18,-0.233967173
t3,S497,431668,528523,2019,20,-0.248003546
t3,S498,437721,530688,2019,14,-0.340802514
t3,S500,421928,400404,2018,19,0.318687004
t3,S504,415643,517574,2018,17,0.560892238
t3,S505,425623,399069,2017,20,0.003604075
t3,S505,425623,399069,2018,13,0.218331094
t3,S505,425623,399069,2019,12,0.14824115
t3,S508,400883,520031,2017,17,0.935206072
t3,S508,400883,520031,2019,21,0.839025184
t3,S510,395901,524041,2017,19,0.521766642
t3,S510,395901,524041,2019,17,0.875811358
t3,S514,469996,515401,2019,24,0.826215454
t3,S516,436123,531371,2018,15,-0.304553871
t3,S516,436123,531371,2019,18,-0.269792877
t3,S518,432800,530300,2018,11,-0.832466456
t3,S518,432800,530300,2019,11,-1.008964598
t3,S521,410916,411254,2017,23,0.259087155
t3,S523,389000,647000,2019,15,0.85669845
t3,S525,411801,635288,2018,16,-0.086833185
t3,S526,420404,592353,2017,18,-0.283702801
t3,S526,420404,592353,2018,19,-0.026609982
t3,S526,420404,592353,2019,20,-0.467419425
t3,S527,423300,587600,2017,13,0.09148263
t3,S529,490387,429746,2017,21,-0.606042798
t3,S529,490387,429746,2018,26,-0.296841899
t3,S529,490387,429746,2019,23,-0.080446954
t3,S530,419500,570000,2017,19,-0.062656165
t3,S530,419500,570000,2019,14,-0.148811376
t3,S531,419559,555155,2017,23,0.171070393
t3,S532,482670,505219,2018,23,0.883597509
t3,S536,388638,642806,2017,25,0.44416673
t3,S536,388638,642806,2018,23,0.487583869
t3,S536,388638,642806,2019,24,0.293676107
t3,S537,441187,453188,2018,23,0.08595895
t3,S539,448257,456271,2018,21,-0.326323401
t3,S541,429720,574560,2017,13,-0.336935365
t3,S542,415772,465512,2017,28,0.661023975
t3,S542,415772,465512,2018,27,0.671614809
t3,S542,415772,465512,2019,32,0.274523328
t3,S544,392218,487759,2018,27,0.505509674
t3,S545,429463,457751,2018,21,0.323618116
t3,S547,479644,484390,2017,25,0.401479921
t3,S549,468607,479910,2018,26,0.724511613
t3,S552,440850,362141,2018,20,0.193521463
t3,S556,403416,418775,2017,19,0.720951695
t3,S556,403416,418775,2018,25,0.806209586
t3,S556,403416,418775,2019,22,1.198674248
t3,S559,466514,479389,2017,25,0.35908761
t3,S561,424602,403882,2017,25,0.013741755
t3,S561,424602,403882,2018,27,0.045664977
t3,S561,424602,403882,2019,24,0.167603055
t3,S562,461078,432336,2018,16,-1.054242325
t3,S572,439100,370368,2017,18,-0.412648213
t3,S572,439100,370368,2018,18,-0.216253804
t3,S573,477680,518063,2018,24,0.80017425
t3,S576,443296,471412,2017,17,0.089905222
t3,S576,443296,471412,2018,23,0.01629052
t3,S576,443296,471412,2019,24,0.0900647
t3,S579,393035,454082,2017,29,0.46062519
t3,S579,393035,454082,2018,24,0.378392211
t3,S579,393035,454082,2019,25,0.389046099
t3,S580,443729,379908,2018,12,-0.068209574
t3,S581,483363,482307,2018,28,0.049881541
t3,S583,409190,489411,2019,23,0.815191321
t3,S587,423113,446457,2017,25,0.691514836
t3,S587,423113,446457,2018,29,0.688117812
t3,S587,423113,446457,2019,27,0.522840902
t3,S589,503710,456676,2017,24,-0.126105651
t3,S595,453407,248805,2019,18,-0.458333729
t3,S597,476340,168870,2018,17,-0.457342448
t3,S597,476340,168870,2019,16,-0.432584358
t3,S601,525640,173500,2018,22,-0.422378828
t3,S602,519348,220214,2017,31,-0.318294994
t3,S602,519348,220214,2018,28,-0.060453709
t3,S602,519348,220214,2019,27,-0.29285667
t3,S603,522669,216930,2019,19,0.008941141
t3,S604,512748,208590,2017,17,-0.049053226
t3,S604,512748,208590,2018,16,-2.33E-06
t3,S604,512748,208590,2019,17,0.15597121
t3,S605,528027,223317,2017,11,-0.3601906
t3,S605,528027,223317,2018,9,-0.392429401
t3,S606,492029,199112,2017,24,-0.717729768
t3,S606,492029,199112,2018,19,-0.61077011
t3,S606,492029,199112,2019,24,-0.786693061
t3,S607,505150,208250,2017,20,-0.097654182
t3,S607,505150,208250,2018,15,-0.077324264
t3,S607,505150,208250,2019,22,-0.259652518
t3,S608,503049,211263,2017,15,-0.315301593
t3,S608,503049,211263,2018,15,-0.371636393
t3,S608,503049,211263,2019,14,-0.691957451
t3,S611,524242,215029,2017,26,-0.07283508
t3,S611,524242,215029,2018,15,-0.077934769
t3,S611,524242,215029,2019,19,-0.320470069
t3,S612,498311,195366,2017,16,-0.176712579
t3,S612,498311,195366,2018,4,-0.048018514
t3,S612,498311,195366,2019,18,-0.408782646
t3,S613,425779,445876,2019,26,0.243999465
t3,S614,508022,215090,2017,7,-0.985369123
t3,S614,508022,215090,2018,11,-1.084524907
t3,S614,508022,215090,2019,10,-1.164239153
t3,S616,518411,221220,2017,25,-0.266975002
t3,S616,518411,221220,2018,19,-0.277172707
t3,S616,518411,221220,2019,19,-0.393270471
t3,S617,510949,211734,2017,14,-0.067373904
t3,S617,510949,211734,2018,7,-0.199971395
t3,S617,510949,211734,2019,9,-0.219376461
t3,S618,511323,211248,2017,20,-0.401886305
t3,S618,511323,211248,2018,12,-0.682315757
t3,S618,511323,211248,2019,17,-0.211442486
t3,S619,510395,211720,2017,10,-1.055842191
t3,S619,510395,211720,2018,8,-0.930426628
t3,S619,510395,211720,2019,9,-0.596148971
t3,S620,535300,193200,2019,13,-0.777198496
t3,S621,532820,199010,2017,18,-0.219022679
t3,S621,532820,199010,2018,17,-0.414244496
t3,S621,532820,199010,2019,17,-0.337529975
t3,S622,509860,221020,2017,11,-0.724154746
t3,S622,509860,221020,2018,16,-0.700609289
t3,S622,509860,221020,2019,12,-0.998759374
t3,S623,505300,194200,2018,22,-0.703479994
t3,S623,505300,194200,2019,18,-0.527416578
t3,S624,495840,201322,2018,6,-0.661434058
t3,S626,514991,206554,2017,11,-0.525158901
t3,S626,514991,206554,2018,14,-0.463736956
t3,S626,514991,206554,2019,16,-0.262689874
t3,S627,543000,218650,2017,19,-0.082597517
t3,S627,543000,218650,2018,16,-0.292121795
t3,S627,543000,218650,2019,21,-0.021035744
t3,S629,418788,445491,2018,28,0.362575685
t3,S630,550065,224588,2017,12,-0.198252487
t3,S630,550065,224588,2018,17,-0.224176948
t3,S630,550065,224588,2019,20,0.104655108
t3,S631,514912,204011,2017,20,-0.211018583
t3,S631,514912,204011,2018,26,-0.283776663
t3,S631,514912,204011,2019,22,-0.328763586
t3,S632,555100,194300,2017,12,-0.311445254
t3,S632,555100,194300,2018,18,-0.24758889
t3,S632,555100,194300,2019,11,-0.232059744
t3,S634,556400,192200,2017,19,-0.160283326
t3,S634,556400,192200,2019,11,-0.269719063
t3,S636,550100,189800,2019,17,-0.781507743
t3,S637,553350,206850,2017,20,-0.031951942
t3,S637,553350,206850,2018,22,-0.107118709
t3,S637,553350,206850,2019,24,-0.231904645
t3,S638,515100,180140,2018,13,-0.836361661
t3,S641,529771,219790,2017,16,-0.083323884
t3,S641,529771,219790,2018,19,-0.267573579
t3,S641,529771,219790,2019,18,0.079066749
t3,S643,547800,198000,2019,15,-0.470281225
t3,S644,550300,197400,2017,29,-0.683117366
t3,S644,550300,197400,2018,25,-0.58553373
t3,S644,550300,197400,2019,33,-0.863097389
t3,S646,504157,183566,2017,24,-0.188719594
t3,S646,504157,183566,2018,22,-0.106011134
t3,S646,504157,183566,2019,23,0.031201997
t3,S647,514222,201418,2017,19,0.042932084
t3,S647,514222,201418,2018,18,-0.004890531
t3,S647,514222,201418,2019,23,-0.099293972
t3,S648,512029,198067,2018,16,-0.376856936
t3,S648,512029,198067,2019,18,-0.065614806
t3,S649,521165,207696,2019,11,-0.744080473
t3,S650,515600,201500,2019,21,-0.310709341
t3,S652,516000,182700,2018,8,-0.682497753
t3,S656,518163,203619,2018,16,-0.841531416
t3,S656,518163,203619,2019,12,-0.734953779
t3,S658,537450,174390,2017,18,-0.502464613
t3,S658,537450,174390,2018,18,-0.394478474
t3,S658,537450,174390,2019,15,-0.673480982
t3,S660,399731,463920,2017,21,0.636967068
t3,S660,399731,463920,2018,24,0.951476809
t3,S660,399731,463920,2019,21,0.894167621
t3,S661,549300,219200,2019,23,-1.059266833
t3,S662,515537,205438,2017,19,-0.230709817
t3,S662,515537,205438,2018,18,-0.327086272
t3,S662,515537,205438,2019,19,-0.259021867
t3,S663,533855,192488,2017,11,-0.551176928
t3,S664,511874,218297,2018,16,-0.453870281
t3,S664,511874,218297,2019,17,-0.237347142
t3,S665,536515,186502,2018,20,-0.74419029
t3,S665,536515,186502,2019,17,-0.367856532
t3,S666,550500,224000,2017,11,-0.346594976
t3,S666,550500,224000,2018,12,-0.219918406
t3,S666,550500,224000,2019,8,-0.423952072
t3,S668,501700,198750,2019,19,0.086821139
t3,S669,520754,218006,2017,30,-0.139500831
t3,S669,520754,218006,2018,25,-0.061197991
t3,S669,520754,218006,2019,27,-0.104244115
t3,S670,541700,211300,2017,18,-0.271244585
t3,S670,541700,211300,2018,16,-0.689052507
t3,S670,541700,211300,2019,21,-0.541466709
t3,S671,534200,198800,2017,11,-0.115368143
t3,S671,534200,198800,2018,18,-0.304801675
t3,S672,537000,198700,2018,25,-0.628190105
t3,S672,537000,198700,2019,23,-0.711823056
t3,S673,549800,219100,2019,15,-0.37424844
t3,S674,550600,220100,2019,11,-0.273367551
t3,S675,503941,174915,2017,26,-0.288160057
t3,S675,503941,174915,2018,22,-0.381543275
t3,S675,503941,174915,2019,22,-0.161653031
t3,S679,532700,213300,2017,20,0.007500597
t3,S679,532700,213300,2018,26,-0.403018793
t3,S679,532700,213300,2019,25,-0.127631815
t3,S680,539400,201100,2018,13,-0.316453272
t3,S680,539400,201100,2019,9,-0.649110641
t3,S681,510414,178779,2017,11,-0.68679847
t3,S682,511165,174665,2017,16,-0.533933242
t3,S684,542353,187109,2018,24,-0.561323487
t3,S686,527885,166886,2017,21,-0.444623837
t3,S686,527885,166886,2018,27,-0.545804686
t3,S686,527885,166886,2019,24,-0.416439718
t3,S687,541400,190700,2018,19,-0.642025747
t3,S688,494730,197920,2017,16,-0.130125802
t3,S688,494730,197920,2018,20,-0.127862896
t3,S688,494730,197920,2019,21,-0.281950566
t3,S689,501300,188350,2018,15,0.164028546
t3,S689,501300,188350,2019,30,0.052742906
t3,S690,509600,188100,2019,16,-0.427148403
t3,S691,505809,180966,2019,17,-0.347361252
t3,S692,513830,207452,2017,15,-0.05784697
t3,S692,513830,207452,2018,18,-0.192708764
t3,S692,513830,207452,2019,18,-0.478944374
t3,S694,529500,165450,2017,16,-0.762426103
t3,S694,529500,165450,2018,15,-0.426242982
t3,S695,502654,206341,2018,16,-0.224703202
t3,S695,502654,206341,2019,20,-0.234097081
t3,S696,497900,199600,2019,23,0.128565561
t3,S697,502648,198966,2017,27,0.005341565
t3,S697,502648,198966,2018,28,0.0037764
t3,S697,502648,198966,2019,24,0.081203125
t3,S698,504128,210065,2017,17,-0.023249793
t3,S698,504128,210065,2018,20,0.180018795
t3,S698,504128,210065,2019,19,-0.049959074
t3,S699,509072,196255,2017,25,-0.279188772
t3,S699,509072,196255,2018,21,-0.178076241
t3,S699,509072,196255,2019,22,-0.047695692
t3,S700,504505,188290,2017,20,-0.325417068
t3,S700,504505,188290,2018,19,-0.191066927
t3,S700,504505,188290,2019,20,-0.244839917
t3,S702,528195,165255,2017,18,-0.645329581
t3,S702,528195,165255,2018,24,-0.368721579
t3,S702,528195,165255,2019,25,-0.410196534
t3,S703,497450,208922,2018,6,-0.710291686
t3,S704,529835,209755,2017,22,0.116751756
t3,S704,529835,209755,2018,23,0.012272547
t3,S704,529835,209755,2019,24,0.05683751
t3,S705,527886,213403,2017,29,-0.013403779
t3,S705,527886,213403,2018,36,-0.120315941
t3,S705,527886,213403,2019,26,0.123267844
t3,S706,537056,227494,2019,21,-0.332461501
t3,S707,538833,220132,2017,24,-0.100066849
t3,S707,538833,220132,2018,17,0.023607239
t3,S707,538833,220132,2019,19,-0.256329244
t3,S708,535849,217446,2017,20,0.138251426
t3,S708,535849,217446,2018,24,-0.100083369
t3,S708,535849,217446,2019,24,0.04727858
t3,S709,539165,224801,2017,19,0.003000181
t3,S710,556104,204058,2017,18,-0.524247228
t3,S710,556104,204058,2018,19,-0.462892355
t3,S710,556104,204058,2019,17,-0.761179641
t3,S711,521400,172950,2017,12,-0.654089336
t3,S711,521400,172950,2018,18,-0.597050998
t3,S711,521400,172950,2019,14,-0.622643646
t3,S712,542420,216910,2017,18,-0.392168756
t3,S712,542420,216910,2018,26,-0.087130405
t3,S712,542420,216910,2019,23,-0.178554107
t3,S713,528700,220400,2017,21,-0.243130415
t3,S713,528700,220400,2018,21,-0.432441967
t3,S713,528700,220400,2019,20,-0.325180369
t3,S715,408314,450001,2019,22,0.503143262
t3,S716,448847,167344,2017,29,0.211217976
t3,S721,443144,445827,2019,30,-0.142234167
t3,S726,420121,205220,2017,28,-0.409883938
t3,S726,420121,205220,2018,32,-0.371221347
t3,S726,420121,205220,2019,27,-0.297866296
t3,S727,470932,207054,2018,13,-0.729246499
t3,S728,460820,166348,2019,22,-0.222129663
t3,S729,485235,154854,2018,12,-0.625978188
t3,S730,465808,163322,2017,21,-0.003041051
t3,S734,473815,206167,2018,15,-0.543795654
t3,S734,473815,206167,2019,13,-0.483209811
t3,S743,422458,185720,2018,19,-0.188134402
t3,S750,496543,143651,2018,14,-0.085742798
t3,S750,496543,143651,2019,18,-0.282441314
t3,S759,464233,174102,2019,20,-0.516894292
t3,S763,478462,215578,2019,12,-0.634306926
t3,S769,480583,212858,2018,20,-0.223442185
t3,S772,427804,218466,2018,23,-0.256515697
t3,S781,459031,172038,2017,31,0.282636658
t3,S781,459031,172038,2018,27,0.359470498
t3,S781,459031,172038,2019,34,0.192481116
t3,S783,444679,219830,2019,19,-0.09967593
t3,S788,486203,158108,2018,16,-0.839474878
t3,S790,418023,219756,2017,35,-0.332021696
t3,S795,422731,169574,2017,29,-0.007397279
t3,S795,422731,169574,2018,24,0.34253428
t3,S795,422731,169574,2019,26,-0.101566575
t3,S797,417863,217640,2017,28,0.051570395
t3,S807,438666,233047,2018,23,0.161590661
t3,S808,479862,170424,2018,24,-0.606986771
t3,S809,479950,170480,2018,17,-0.474364013
t3,S810,445255,169534,2017,29,-0.197418459
t3,S810,445255,169534,2018,26,-0.112540567
t3,S810,445255,169534,2019,28,-0.481628098
t3,S811,487777,192372,2017,19,-0.228045714
t3,S811,487777,192372,2018,19,-0.327617276
t3,S811,487777,192372,2019,23,-0.292591072
t3,S812,489550,186492,2017,17,0.292782667
t3,S812,489550,186492,2018,18,0.094396188
t3,S812,489550,186492,2019,21,0.023273814
t3,S813,496750,180350,2017,14,-0.777215878
t3,S813,496750,180350,2018,18,-0.698812595
t3,S813,496750,180350,2019,16,-0.961541298
t3,S814,473820,160110,2017,29,-0.043808242
t3,S814,473820,160110,2018,26,-0.112022349
t3,S814,473820,160110,2019,29,-0.11755288
t3,S815,440196,201720,2017,24,0.151096065
t3,S819,480820,136690,2018,27,0.314193157
t3,S819,480820,136690,2019,26,0.282791562
t3,S822,513035,147149,2017,30,0.129646206
t3,S822,513035,147149,2018,27,0.401419305
t3,S822,513035,147149,2019,29,0.21857804
t3,S827,401814,194776,2017,19,0.063061417
t3,S827,401814,194776,2018,26,-0.126002604
t3,S827,401814,194776,2019,20,0.149526951
t3,S834,494560,177670,2019,18,-0.620731794
t3,S835,479666,215281,2017,23,-0.337119672
t3,S835,479666,215281,2018,16,-0.196623012
t3,S835,479666,215281,2019,15,-0.8364501
t3,S838,477772,213503,2018,23,-0.474244881
t3,S844,445917,237151,2017,27,-0.046288891
t3,S844,445917,237151,2018,34,-0.063427958
t3,S844,445917,237151,2019,23,-0.045490978
t3,S850,413412,184886,2019,19,0.007616888
t3,S853,419475,169594,2017,31,-0.27707395
t3,S853,419475,169594,2018,30,-0.195883076
t3,S853,419475,169594,2019,33,-0.291317218
t3,S857,453388,201886,2018,13,-0.523422559
t3,S858,476850,135470,2019,23,-0.007444882
t3,S862,526950,143360,2018,15,-0.73267699
t3,S864,513000,165810,2017,22,-1.109591852
t3,S864,513000,165810,2018,22,-1.359605361
t3,S864,513000,165810,2019,26,-1.26358091
t3,S865,525920,147050,2017,10,-0.646018347
t3,S868,469563,154251,2017,29,0.16934301
t3,S868,469563,154251,2018,25,0.128182254
t3,S868,469563,154251,2019,26,-0.158900042
t3,S869,471580,164750,2017,27,-0.066194567
t3,S869,471580,164750,2018,27,-0.100816655
t3,S869,471580,164750,2019,29,-0.028849644
t3,S870,468681,155289,2017,26,-0.079134163
t3,S870,468681,155289,2018,25,-0.007772865
t3,S870,468681,155289,2019,22,0.013151279
t3,S880,445193,169283,2017,27,0.321164599
t3,S880,445193,169283,2018,30,0.196490865
t3,S880,445193,169283,2019,25,0.090744162
t3,S881,438922,174703,2017,25,-0.318868234
t3,S883,416760,168702,2017,23,-0.016875671
t3,S883,416760,168702,2018,25,0.000546774
t3,S883,416760,168702,2019,23,-0.051339077
t3,S902,433160,220648,2018,17,0.023597808
t3,S902,433160,220648,2019,20,0.15787229
t3,S907,404776,192802,2018,12,-0.898633207
t3,S909,417845,223043,2017,26,0.047297827
t3,S911,459771,210438,2019,9,-0.650706368
t3,S912,506951,136595,2017,16,-0.109545853
t3,S912,506951,136595,2018,15,-0.166170443
t3,S914,420336,198873,2017,23,0.049088914
t3,S914,420336,198873,2018,22,0.043980281
t3,S914,420336,198873,2019,19,-0.180478451
t3,S915,412141,206210,2017,33,0.025953903
t3,S920,401908,207912,2017,25,0.175839208
t3,S920,401908,207912,2018,24,0.011489112
t3,S920,401908,207912,2019,17,0.18080594
t3,S922,446897,239772,2017,22,-0.812293244
t3,S922,446897,239772,2018,15,-0.912965879
t3,S927,445903,241560,2017,27,-1.095920826
t3,S927,445903,241560,2018,22,-0.527973177
t3,S927,445903,241560,2019,26,-0.75456571
t3,S929,459422,198737,2019,12,-0.314602803
t3,S942,470905,436403,2018,19,-1.504279236
t3,S945,441899,472477,2017,14,-0.42784304
t3,S945,441899,472477,2018,11,-0.497430863
t3,S945,441899,472477,2019,16,0.057111964
t3,S949,424181,396824,2017,17,1.246833022
t3,S949,424181,396824,2018,23,0.91390333
t3,S949,424181,396824,2019,25,1.053043619
t3,S951,454260,85340,2017,20,-0.337637548
t3,S951,454260,85340,2018,22,-0.537423856
t3,S951,454260,85340,2019,17,-0.244089887
t3,S954,565627,122563,2017,23,0.350722883
t3,S954,565627,122563,2018,30,0.5616192
t3,S954,565627,122563,2019,27,0.667962503
t3,S955,562980,134680,2017,17,0.022800343
t3,S961,425180,99670,2017,18,0.089528692
t3,S961,425180,99670,2018,17,0.54567893
t3,S961,425180,99670,2019,17,0.478319161
t3,S962,426180,95370,2017,23,0.198569539
t3,S962,426180,95370,2018,26,0.314744572
t3,S962,426180,95370,2019,27,0.230458504
t3,S963,521540,118950,2018,17,-0.634375673
t3,S964,449310,88950,2017,22,-0.153427538
t3,S964,449310,88950,2019,26,0.002927281
t3,S967,505400,124790,2018,18,-0.745518478
t3,S969,517180,112340,2018,23,-0.050993569
t3,S974,560790,115800,2018,33,0.388350836
t3,S974,560790,115800,2019,30,0.439095899
t3,S976,433160,125230,2017,32,0.081573546
t3,S976,433160,125230,2018,31,0.240885766
t3,S976,433160,125230,2019,26,0.540140742
t3,S977,447060,123240,2017,28,0.337833683
t3,S977,447060,123240,2018,26,-0.101263621
t3,S977,447060,123240,2019,38,-0.034176551
t3,S980,438600,106890,2018,18,-0.130727451
t3,S981,457240,131080,2018,32,0.226881325
t3,S981,457240,131080,2019,36,-0.055309713
t3,S982,426920,107810,2017,18,0.422745228
t3,S982,426920,107810,2018,26,0.480408016
t3,S982,426920,107810,2019,29,0.789482522
t3,S983,438410,104660,2018,18,-0.373289042
t3,S988,628610,143770,2017,21,-0.144911445
t3,S988,628610,143770,2018,20,-0.473829018
t3,S988,628610,143770,2019,25,-0.218647241
t3,S989,560690,146180,2017,16,-0.455968514
t3,S993,630640,142710,2017,18,0.047021914
t3,S993,630640,142710,2018,18,-0.056065989
t3,S993,630640,142710,2019,20,-0.190015805
t3,S994,571016,125897,2017,30,-0.029417284
t3,S994,571016,125897,2018,33,0.012919845
t3,S994,571016,125897,2019,24,-0.229469016
t3,S995,581770,130090,2017,25,0.035858727
t3,S996,554465,166184,2017,29,-0.252499217
t3,S996,554465,166184,2018,33,-0.134406268
t3,S996,554465,166184,2019,30,-0.035922051
t3,S1000,566880,158770,2019,22,-0.246372441
t3,S1003,452790,105710,2017,15,-0.369460938
t3,S1003,452790,105710,2018,17,0.195685566
t3,S1005,552064,143767,2017,19,-0.155772781
t3,S1005,552064,143767,2018,30,-0.50132245
t3,S1005,552064,143767,2019,24,-0.287438187
t3,S1009,446650,119040,2017,30,0.319427364
t3,S1009,446650,119040,2018,28,0.374377815
t3,S1009,446650,119040,2019,32,0.390262153
t3,S1010,533600,128460,2019,19,-0.295948554
t3,S1013,457330,132500,2017,29,-0.102702945
t3,S1013,457330,132500,2018,30,-0.080326394
t3,S1013,457330,132500,2019,29,0.009093347
t3,S1014,606375,150970,2018,24,-0.168482032
t3,S1036,568653,134658,2019,15,0.179138929
t3,S1040,437870,139460,2018,29,0.432694847
t3,S1041,550620,138940,2017,21,0.228071333
t3,S1041,550620,138940,2018,18,0.123842302
t3,S1041,550620,138940,2019,21,0.03497266
t3,S1049,552039,161659,2017,29,-0.010970529
t3,S1049,552039,161659,2018,26,-0.005393097
t3,S1049,552039,161659,2019,28,-0.059791892
t3,S1055,490853,120820,2018,10,-0.077569555
t3,S1067,501658,126306,2018,20,-0.409268991
t3,S1068,503420,117980,2017,16,-0.026372693
t3,S1068,503420,117980,2018,24,-0.257507763
t3,S1068,503420,117980,2019,25,-0.274339942
t3,S1069,493499,121268,2018,23,-0.098060026
t3,S1070,483690,122420,2017,22,0.278665546
t3,S1070,483690,122420,2018,17,0.076891871
t3,S1070,483690,122420,2019,21,0.154465464
t3,S1071,477638,127479,2017,28,0.075772941
t3,S1071,477638,127479,2018,27,0.093192687
t3,S1071,477638,127479,2019,21,0.080467101
t3,S1072,494049,123455,2017,21,0.07013382
t3,S1072,494049,123455,2018,28,0.238176566
t3,S1072,494049,123455,2019,20,0.244083755
t3,S1077,532550,128035,2017,22,0.180206451
t3,S1077,532550,128035,2018,26,0.204358807
t3,S1077,532550,128035,2019,28,0.026968721
t3,S1078,528246,121095,2017,12,-0.407406844
t3,S1082,504456,123033,2018,29,-0.878519959
t3,S1083,513950,130950,2017,17,-0.267622076
t3,S1084,521500,117220,2018,19,-0.820369926
t3,S1087,508089,132629,2017,15,-0.020070424
t3,S1087,508089,132629,2018,23,-0.278269912
t3,S1095,462130,108750,2017,25,-0.021037652
t3,S1095,462130,108750,2018,27,-0.200733755
t3,S1095,462130,108750,2019,20,-0.01379328
t3,S1097,575982,111672,2017,16,-0.034764629
t3,S1097,575982,111672,2018,24,0.048262095
t3,S1097,575982,111672,2019,15,0.282471126
t3,S1106,543180,114840,2019,17,-0.650551596
t3,S1107,536587,125403,2019,24,0.167353505
t3,S1108,559508,116109,2019,10,-0.290012168
t3,S1110,546220,120600,2018,18,-0.139271807
t3,S1111,552445,125712,2017,27,0.45290065
t3,S1111,552445,125712,2018,30,0.553270723
t3,S1111,552445,125712,2019,22,0.522617037
t3,S1115,537710,125680,2019,20,-0.019428576
t3,S1118,447640,127030,2018,28,0.249002872
t3,S1118,447640,127030,2019,35,-0.042548622
t3,S1122,457240,132330,2017,36,0.221723889
t3,S1122,457240,132330,2018,33,0.084524382
t3,S1122,457240,132330,2019,37,0.193248111
t3,S1126,451817,114371,2017,22,0.052303915
t3,S1126,451817,114371,2018,24,-0.054925996
t3,S1126,451817,114371,2019,27,-0.034100346
