site,easting,northing,year,pH,temperature,BOD,nitrate,phosphate,arable,imp.grass,urban,scaled.med.discharge,richness,ca1.score
S2436,365810,333105,1998,7.8,11,1.5,10.39201,0.71,45.05495,43.95604,3.296703,0.00574514,18,-0.222187
S2436,365810,333105,1999,7.8,11,2,10.145,0.64,45.05495,43.95604,3.296703,0.008444924,17,-0.24814622
S2436,365810,333105,2000,7.8,9,2,9.83,0.49,45.05495,43.95604,3.296703,0.009168467,22,-0.042878655
S2436,365810,333105,2004,7.7,11.3,1.345,11.2,0.4555,45.05495,43.95604,3.296703,0.007575594,28,0.186141165
S2436,365810,333105,2006,7.8,9.5,1.55,9.6,0.296,45.05495,43.95604,3.296703,0.00737581,22,-0.022568825
S2436,365810,333105,2007,8,9.95,1.4,10.5,0.208,45.05495,43.95604,3.296703,0.007980562,22,-0.103969636
S2436,365810,333105,2009,7.885,8.825,1.65,9.83,0.1545,45.05495,43.95604,3.296703,0.009136069,25,0.002323136
S2440,437600,352005,1998,7.95,9.5,2,8.282766057,1.78,43.84615385,48.46153846,7.692307692,0.005100719,14,-0.289081181
S2440,437600,352005,2000,8,9.25,2.025,6.410071661,1.375,43.84615385,48.46153846,7.692307692,0.006010791,18,-0.236980376
S2440,437600,352005,2002,7.85,9.9,2.215,6.853604544,1.03,43.84615385,48.46153846,7.692307692,0.006510791,11,-0.308234497
S2440,437600,352005,2003,7.9,12.2,1.89,9.14,0.885,43.84615385,48.46153846,7.692307692,0.007625899,17,-0.103327889
S2440,437600,352005,2005,7.6,10.9,2.05,7.69,1.11,43.84615385,48.46153846,7.692307692,0.005546763,15,-0.087889106
S2440,437600,352005,2008,7.7,12.7,2.645,6.45,1.0905,43.84615385,48.46153846,7.692307692,0.005604317,17,-0.14559224
S2441,389368,346910,1998,7.7,9,2,2.649898439,0.105,0,50,40,0.005338346,3,-0.261989058
S2441,389368,346910,2000,7.7,9.6,1.5,1.99,0.07,0,50,40,0.008035714,11,-0.396525916
S2441,389368,346910,2001,7.7,9.4,1.715,2.3,0.094,0,50,40,0.01,10,-0.5733119
S2441,389368,346910,2002,7.805,11.75,1.43,2.078233833,0.091,0,50,40,0.007857143,14,-0.411994577
S2441,389368,346910,2003,7.6,11.65,1.41,1.920533253,0.0865,0,50,40,0.006954887,11,-0.245563107
S2441,389368,346910,2004,7.6,9.2,1.27,1.75,0.189,0,50,40,0.004445489,11,-0.655144428
S2441,389368,346910,2005,7.6,8.65,1.565,1.94,0.1245,0,50,40,0.007255639,13,-0.272606108
S2441,389368,346910,2007,7.8,10.9,1.42,1.76,0.0626,0,50,40,0.009210526,13,-0.194608837
S2447,363900,303800,1996,8.4,11,2,8.815006,1.36,56.25,37.5,0,0.004923325,17,0.071813074
S2447,363900,303800,1997,8.3,11,2.25,8.824862,1.21,56.25,37.5,0,0.007237019,14,-0.247769494
S2447,363900,303800,1998,8.3,10,2,8.558742,1.06,56.25,37.5,0,0.007748184,14,0.165966921
S2447,363900,303800,2000,8.4,10.1,1.5,7.47,0.44,56.25,37.5,0,0.01202583,16,0.288597556
S2447,363900,303800,2003,8.25,8.9,1.535,8.04,0.586,56.25,37.5,0,0.01006188,18,0.195044767
S2447,363900,303800,2005,8.2,10.1,1.385,6.67,0.499,56.25,37.5,0,0.008770514,17,-0.286560234
S2447,363900,303800,2006,8.2,12.6,1.34,5.87,0.587,56.25,37.5,0,0.006887275,17,-0.236410233
S2447,363900,303800,2016,8.185,9.45,1.635,6.685,0.58,56.25,37.5,0,0.008248588,14,0.18994209
S2455,422120,294460,2002,8.1,7.5,1.77,13.74314866,0.151,94.11764706,5.882352941,0,0.014768461,19,-0.531419244
S2455,422120,294460,2003,7.65,10.3,2.42,11.655,0.1515,94.11764706,5.882352941,0,0.015519399,17,-0.659069276
S2471,461487,387573,1998,7.85,10,2.5,17.78422605,2.07,85.22727273,0,13.63636364,0.005152582,17,-0.099575948
S2471,461487,387573,1999,8,11,2.5,16.775,1.47,85.22727273,0,13.63636364,0.007265258,17,-0.314672071
S2471,461487,387573,2000,8,11.05,2.63,17.49,1.6,85.22727273,0,13.63636364,0.006766432,20,-0.325555668
S2471,461487,387573,2004,7.8,9.7,2.085,14.9,0.291,85.22727273,0,13.63636364,0.005575117,18,-0.254561454
S2471,461487,387573,2007,8,10.95,1.555,14.9,0.252,85.22727273,0,13.63636364,0.005070423,23,-0.211162966
S2472,455015,341217,1998,8.2,11,2.5,6.429784233,0.14,50,2,41,0.003756757,13,-0.495556311
S2472,455015,341217,2006,8.2,13.05,1.655,5.595,0.132,50,2,41,0.003756757,19,-0.538190704
S2472,455015,341217,2007,8.2,11.7,1.575,6.045,0.0825,50,2,41,0.004477477,16,-0.414932953
S2472,455015,341217,2008,8.35,12.95,1.4,7.645,0.0645,50,2,41,0.005599099,16,-0.409706807
S2507,464653,401281,1992,7.85,8.5,2.5,14.580933,2.89,73.22834646,2.362204724,18.8976378,0.003419907,15,-0.717810808
S2507,464653,401281,2000,7.9,9,1.5,14.15,1.38,73.22834646,2.362204724,18.8976378,0.004744337,23,-0.979949578
S2507,464653,401281,2001,7.8,9.6,1.68,14.5,0.814,73.22834646,2.362204724,18.8976378,0.006861949,20,-0.874806325
S2507,464653,401281,2003,7.7,8.9,1.92,8.63,1.21,73.22834646,2.362204724,18.8976378,0.005851103,23,-0.895714069
S2507,464653,401281,2005,7.9,11.5,1.85,9.62,1.6,73.22834646,2.362204724,18.8976378,0.004751715,26,-0.707093415
S2507,464653,401281,2006,8,13.4,1.92,9.3,1.85,73.22834646,2.362204724,18.8976378,0.004095034,22,-0.896588685
S2519,419485,369622,1998,8.2,10,1.5,4.152982099,0.2,0,86.84210526,2.631578947,0.014863636,28,0.15403124
S2519,419485,369622,1999,8.2,9,1.5,4.11,0.12,0,86.84210526,2.631578947,0.025584416,15,0.505759141
S2519,419485,369622,2000,8.2,9.3,1.43,4.53,0.17,0,86.84210526,2.631578947,0.019698052,26,0.296952252
S2519,419485,369622,2003,8.1,10,1.26,3.94,0.143,0,86.84210526,2.631578947,0.02025974,28,0.230123218
S2519,419485,369622,2006,8.4,8,1.025,3.83,0.1095,0,86.84210526,2.631578947,0.017142857,26,0.382027675
S2519,419485,369622,2008,8.3,12.5,0.25,3.86,0.069,0,86.84210526,2.631578947,0.016720779,28,0.365754709
S2521,417225,346898,1998,8.2,10,1,4.21704796,0.085,0,100,0,0.003785714,20,0.011766895
S2521,417225,346898,1999,8.2,8.5,1,4.01,0.08,0,100,0,0.00752381,17,0.000989002
S2521,417225,346898,2000,8.15,9,1.5,3.715,0.085,0,100,0,0.006190476,22,0.37220437
S2521,417225,346898,2005,8.1,10.3,1.21,3.86,0.07,0,100,0,0.006833333,21,0.514415664
S2560,408170,251370,1996,8.1,9,2,20.83967,0.06,90,0,0,0.004639498,17,-0.353602019
S2560,408170,251370,1997,8,8,1.5,20.05117,0.05,90,0,0,0.003448276,13,-0.168127492
S2560,408170,251370,1998,7.9,10,1.25,24.19081,0.06,90,0,0,0.003824451,11,-0.573404829
S2560,408170,251370,1999,8.1,11,2,16.49,0.09,90,0,0,0.006489028,20,-0.302061744
S2560,408170,251370,2000,8.1,11,1.7,16.355,0.1775,90,0,0,0.006363636,15,-0.366985497
S2561,399570,244340,1996,8.05,12.5,1,7.982149,0.095,87.5,12.5,0,0.003346154,15,-0.296058229
S2561,399570,244340,1997,8,8.5,2,8.514389,0.055,87.5,12.5,0,0.002343891,13,-0.258199938
S2561,399570,244340,1998,8.1,9,1.5,8.706586,0.06,87.5,12.5,0,0.002809955,16,-0.125415829
S2561,399570,244340,1999,8.15,12,1.5,8.28,0.07,87.5,12.5,0,0.004932127,17,-0.380557583
S2561,399570,244340,2000,8.2,10,1.5,11.2,0.06,87.5,12.5,0,0.00520362,17,-0.346050395
S2561,399570,244340,2002,8.3,12.2,1.43,6.321365,0.087,87.5,12.5,0,0.004475113,17,0.166413549
S2561,399570,244340,2008,8.255,11.3,1.025,5.14,0.049,87.5,12.5,0,0.005384615,15,0.351856656
S2563,373263,295802,1996,8,11,2,11.08195,0.41,84.23077,8.076923,7.307692,0.002678295,16,0.242198477
S2563,373263,295802,1997,8,10.5,1.75,10.88483,0.605,84.23077,8.076923,7.307692,0.001984496,21,0.060465937
S2563,373263,295802,1998,8.05,11,1.5,9.332461,0.615,84.23077,8.076923,7.307692,0.002158915,16,0.034037638
S2563,373263,295802,2000,8,11.5,1.465,11.1,0.38,84.23077,8.076923,7.307692,0.00480814,21,0.088907753
S2563,373263,295802,2002,7.9,12.05,1.57,11.7,0.3335,84.23077,8.076923,7.307692,0.004600775,20,0.310442525
S2563,373263,295802,2005,7.95,10.6,1.285,10.445,0.4535,84.23077,8.076923,7.307692,0.002562016,20,0.27960873
S2563,373263,295802,2006,8,10.7,1.725,10.45,0.3575,84.23077,8.076923,7.307692,0.002418605,16,0.402997053
S2563,373263,295802,2007,8,11.6,1.85,9.15,0.307,84.23077,8.076923,7.307692,0.002713178,17,0.21680396
S2566,387024,263134,1992,8.1,6.5,1.5,10.6877,0.595,75.4386,22.80702,0,0.002208497,17,-0.269686082
S2566,387024,263134,1997,8.1,9,1.5,11.08195,0.6,75.4386,22.80702,0,0.002077485,22,0.06359007
S2566,387024,263134,2000,8.1,11,1.5,12.21542,0.42,75.4386,22.80702,0,0.004931686,21,-0.125140314
S2566,387024,263134,2006,8,11.75,1.61,9.585,0.2945,75.4386,22.80702,0,0.003537339,23,-0.089396116
S2566,387024,263134,2007,8,10.75,1.445,9.35,0.3015,75.4386,22.80702,0,0.003649635,21,0.060033733
S2571,592010,249130,1999,8.29,13.15,1.35,9.258538,0.04,100,0,0,0.001284047,23,-0.746892521
S2571,592010,249130,2004,7.825,9.21,2.3,4.835,0.055,100,0,0,0.000661479,23,-0.545590473
S2573,601370,235450,1991,8.15,9,2.3,7.967365,0.67,86.15385,13.84615,0,0.003477509,27,-0.731818899
S2573,601370,235450,1993,8.14,10,1.6,7.238,0.6,86.15385,13.84615,0,0.003961938,28,-0.587502704
S2573,601370,235450,1994,8.2,14,1.9,7.701245,0.45,86.15385,13.84615,0,0.002958478,25,-0.522546148
S2573,601370,235450,1997,8.4,9,1.4,7.681533,0.61,86.15385,13.84615,0,0.002871972,27,-0.594624948
S2573,601370,235450,1998,8.365,12.75,1.3,6.942311,0.66,86.15385,13.84615,0,0.002543253,25,-0.239171919
S2573,601370,235450,1999,8.33,11.25,1.2,7.07,0.535,86.15385,13.84615,0,0.003252595,31,-0.696311713
S2573,601370,235450,2000,8.3,10.6,1.1,8.09,0.515,86.15385,13.84615,0,0.003624567,26,-0.42427749
S2573,601370,235450,2002,8.1,11.1,1.1,8.35176,0.297,86.15385,13.84615,0,0.004965398,31,-0.466668936
S2573,601370,235450,2005,8.21,12.19,1.3,8.17,0.32,86.15385,13.84615,0,0.003806228,19,-0.334161644
S2573,601370,235450,2008,8.08,14.02,1.2,6.97,0.3725,86.15385,13.84615,0,0.002854671,27,-0.561330849
S2578,569900,231000,1996,8.3,11.3,1.55,7.533688,0.615,96.66667,2.222222,0,0.008256,19,-0.266710175
S2578,569900,231000,1997,8.405,12.55,1.55,6.498778,0.835,96.66667,2.222222,0,0.004064,21,-0.232616474
S2578,569900,231000,1998,8.4,14.2,2.1,5.85812,0.69,96.66667,2.222222,0,0.00768,24,-0.449639146
S2578,569900,231000,1999,8.36,14.2,1.4,7.25,0.43,96.66667,2.222222,0,0.004432,19,-0.107902843
S2578,569900,231000,2000,8.3,8.95,1.2,7.95,0.47,96.66667,2.222222,0,0.001632,21,-0.398548554
S2578,569900,231000,2003,8.25,10.06,1.5,8.4,0.1785,96.66667,2.222222,0,0.001616,20,-0.131237415
S2578,569900,231000,2004,7.92,9.46,1.5,8.15,0.564,96.66667,2.222222,0,0.008344,17,-0.188194413
S2578,569900,231000,2006,8.24,12.7,1.265,8.54,0.2185,96.66667,2.222222,0,0.001568,22,-0.094905571
S2578,569900,231000,2009,8.18,9.61,1.2,8.41,0.175,96.66667,2.222222,0,0.00128,23,-0.019856681
S2578,569900,231000,2010,8.08,9.85,1.4,9.55,0.1725,96.66667,2.222222,0,0.004464,24,-0.220028393
S2578,569900,231000,2011,8.14,9.165,1.1,8.095,0.145,96.66667,2.222222,0,0.00088,22,-0.158993177
S2578,569900,231000,2012,8.14,13.21,1.2,6.24,0.129,96.66667,2.222222,0,0.000816,26,-0.332086927
S2580,584600,242100,1997,8.3,10.9,1.1,3.196922,0.09,100,0,0,0.000716724,19,-0.994442628
S2580,584600,242100,1998,8.085,12.75,1.35,2.556264,0.125,100,0,0,0.000511945,19,-0.631952632
S2580,584600,242100,1999,8.19,8.1,1.1,7.632251,0.14,100,0,0,0.000972696,29,-0.654134007
S2580,584600,242100,2003,7.8,10.235,1.2,7.13,0.072,100,0,0,0.002491468,22,-0.824238525
S2580,584600,242100,2004,7.7,9.8,1.25,4.895,0.06,100,0,0,0.001305461,17,-0.758097998
S2581,581880,214960,1995,7.95,11,1.95,12.51111,1.675,83.60656,4.918033,11.47541,0.005321252,20,-0.577438672
S2581,581880,214960,1996,8.1,12.5,1.7,12.56039,2.1,83.60656,4.918033,11.47541,0.003912685,17,-0.495512463
S2581,581880,214960,1997,8.3,13.1,2.3,12.85608,3.1,83.60656,4.918033,11.47541,0.003294893,19,-0.622848555
S2581,581880,214960,1998,8.17,13.4,2.4,13.3489,3,83.60656,4.918033,11.47541,0.003031301,14,-0.203802772
S2581,581880,214960,1999,8.21,13.7,1.9,13.74315,2.3,83.60656,4.918033,11.47541,0.004283361,19,-0.656589044
S2581,581880,214960,2000,8.1,12.05,1.65,10.93411,0.825,83.60656,4.918033,11.47541,0.004217463,19,-0.308070629
S2581,581880,214960,2002,7.7,11.3,1.9,11.18051,0.69,83.60656,4.918033,11.47541,0.007693575,18,-0.473069379
S2581,581880,214960,2005,8.005,12.41,1.38,10.4,0.5035,83.60656,4.918033,11.47541,0.005700165,18,-0.103992385
S2581,581880,214960,2008,7.99,13.61,1.39,11.2,0.641,83.60656,4.918033,11.47541,0.004472817,19,-0.082204973
S2581,581880,214960,2009,8.01,10.135,1.66,10.165,0.5105,83.60656,4.918033,11.47541,0.004711697,17,-0.200773424
S2581,581880,214960,2011,8.07,8.9,1.3,10.3,0.338,83.60656,4.918033,11.47541,0.005057661,21,-0.370054487
S2581,581880,214960,2012,8.09,14.41,1.4,11.3,0.532,83.60656,4.918033,11.47541,0.003756178,18,-0.358405781
S2581,581880,214960,2013,8.045,11.55,1.3,10.3,0.4275,83.60656,4.918033,11.47541,0.006210873,21,-0.212036846
S2581,581880,214960,2014,8.05,10.7,1.19,11.6,0.465,83.60656,4.918033,11.47541,0.005930807,20,-0.250763281
S2584,602600,242100,1996,8.1,11.4,1.6,3.886862,0.15,93.67089,5.063291,1.265823,0.001086538,29,-0.761198375
S2584,602600,242100,1998,8.145,12.5,1.1,1.570635,0.345,93.67089,5.063291,1.265823,0.00074359,32,-0.741244544
S2584,602600,242100,1999,8.195,12.45,1.15,6.104527,0.19,93.67089,5.063291,1.265823,0.00199359,26,-0.616143503
S2584,602600,242100,2003,7.8,10.81,1.7,8.335,0.13,93.67089,5.063291,1.265823,0.003198718,20,-0.479701191
S2584,602600,242100,2004,7.725,8.975,1.6,3.85,0.1055,93.67089,5.063291,1.265823,0.001820513,27,-0.64817673
S2584,602600,242100,2005,7.915,10.115,1.3,6.815,0.1215,93.67089,5.063291,1.265823,0.003423077,24,-0.517479799
S2584,602600,242100,2006,7.845,10.915,1.18,3.865,0.177,93.67089,5.063291,1.265823,0.002192308,22,-0.537308811
S2586,569030,207180,1991,7.87,11.5,2.05,6.341078,3.37,74.44934,11.89427,10.13216,0.001457968,16,-0.663625441
S2586,569030,207180,1992,7.925,9.5,2.01,6.449497,3.285,74.44934,11.89427,10.13216,0.001622154,17,-1.381197404
S2586,569030,207180,1996,8.1,10.6,1.5,7.632251,3,74.44934,11.89427,10.13216,0.001438266,24,-0.727973285
S2586,569030,207180,1997,8.185,10.45,1.75,8.371473,3.95,74.44934,11.89427,10.13216,0.001265324,22,-0.749177575
S2586,569030,207180,2003,7.95,10.94,2,8.935,0.7275,74.44934,11.89427,10.13216,0.003629597,20,-0.546519483
S2586,569030,207180,2004,7.8,9.615,1.7,7.43,0.749,74.44934,11.89427,10.13216,0.002127846,22,-0.595298269
S2586,569030,207180,2006,8,11.41,1.27,4.84,0.425,74.44934,11.89427,10.13216,0.00158056,19,-0.505962699
S2586,569030,207180,2007,7.975,12.155,1.35,5.23,0.3595,74.44934,11.89427,10.13216,0.001873905,16,-0.338099948
S2589,586450,245950,1991,7.83,9,2.19,3.098359,0.06,96.42857,3.571429,0,0.003417722,25,-0.476744969
S2589,586450,245950,1994,7.99,11.75,1.25,5.88276,0.04,96.42857,3.571429,0,0.004240506,21,-0.604593679
S2589,586450,245950,1997,8.12,9.1,1.35,4.82321,0.07,96.42857,3.571429,0,0.001919831,25,-0.730941027
S2589,586450,245950,1998,8.04,13.4,1.6,1.669198,0.075,96.42857,3.571429,0,0.000548523,25,-0.951215012
S2589,586450,245950,1999,8.185,11.55,1.35,6.942311,0.09,96.42857,3.571429,0,0.002194093,20,-0.288303867
S2589,586450,245950,2003,7.65,11.25,1.3,8.945,0.1015,96.42857,3.571429,0,0.003227848,20,-0.158786533
S2589,586450,245950,2004,7.68,10.125,1.5,5.25,0.06,96.42857,3.571429,0,0.003006329,25,-0.157705904
S2589,586450,245950,2005,7.83,10.87,1.7,8.55,0.095,96.42857,3.571429,0,0.004451477,19,-0.113715327
S2589,586450,245950,2006,7.78,12.23,1.12,5.31,0.107,96.42857,3.571429,0,0.002594937,24,0.058529206
S2592,571300,207100,1991,8.025,9,1.245,6.286868,0.65,90.72165,3.608247,5.154639,0.002312139,14,-1.075721207
S2592,571300,207100,1992,8.2,11,1.63,6.311509,0.79,90.72165,3.608247,5.154639,0.002338413,17,-0.973388148
S2592,571300,207100,1995,8.1,10,1.6,8.322191,0.35,90.72165,3.608247,5.154639,0.0039464,19,-1.023487654
S2592,571300,207100,1997,8.3,8.9,1.3,6.350934,0.67,90.72165,3.608247,5.154639,0.002595901,22,-1.2981368
S2592,571300,207100,1998,8.05,11.3,1.4,5.16818,0.71,90.72165,3.608247,5.154639,0.002002102,19,-1.022303034
S2592,571300,207100,1999,8.275,11.55,1.45,7.82,0.39,90.72165,3.608247,5.154639,0.003557541,23,-1.008595347
S2592,571300,207100,2003,8.255,10.865,1.55,8.045,0.4025,90.72165,3.608247,5.154639,0.004272202,29,-0.838634077
S2592,571300,207100,2005,7.92,10.24,1.4,8.74,0.442,90.72165,3.608247,5.154639,0.003741461,26,-0.897596904
S2592,571300,207100,2014,8.115,10.85,1.245,7.605,0.4265,90.72165,3.608247,5.154639,0.003830793,24,-0.770099175
S2593,567000,219000,1991,8.08,8.25,1.6,7.385844,0.825,96.35036,1.459854,1.459854,0.001771385,21,-0.550477546
S2593,567000,219000,1992,8.085,11.5,1.755,7.035946,1.055,96.35036,1.459854,1.459854,0.001657835,20,-0.619372268
S2593,567000,219000,1995,8.2,10.5,1.75,10.04704,0.65,96.35036,1.459854,1.459854,0.003043149,20,-0.490626682
S2593,567000,219000,1997,8.4,10.4,1.5,8.519317,1.37,96.35036,1.459854,1.459854,0.001809235,30,-0.738138412
S2593,567000,219000,1998,8.22,13.7,1.5,6.449497,1,96.35036,1.459854,1.459854,0.001468584,26,-0.54832845
S2593,567000,219000,1999,8.295,11.2,1.2,11.1,0.655,96.35036,1.459854,1.459854,0.002884179,25,-0.556102351
S2593,567000,219000,2003,8.25,9.66,1.3,8.265,0.5995,96.35036,1.459854,1.459854,0.003573051,21,-0.402388749
S2593,567000,219000,2004,7.93,9.32,1.3,8.19,0.87,96.35036,1.459854,1.459854,0.002596518,24,-0.329720566
S2593,567000,219000,2005,8.08,11.27,1.6,9.22,0.756,96.35036,1.459854,1.459854,0.00320212,22,-0.544051153
S2593,567000,219000,2006,8.04,13.365,1.26,7.655,0.995,96.35036,1.459854,1.459854,0.002096896,19,-0.589086521
S2593,567000,219000,2008,8.09,13.33,1.4,8.09,0.954,96.35036,1.459854,1.459854,0.002600303,18,0.053541045
S2594,563700,220800,1995,8.3,14,2,7.92794,0.755,95.2381,1.190476,2.380952,0.002300275,19,-0.598587219
S2594,563700,220800,1997,8.3,10.7,1.4,6.54806,0.94,95.2381,1.190476,2.380952,0.001101928,26,-0.822779694
S2594,563700,220800,1998,8.135,12.1,1.25,5.463868,0.9,95.2381,1.190476,2.380952,0.000950413,27,-0.713911535
S2594,563700,220800,1999,8.265,11.3,1.1,9.65279,0.56,95.2381,1.190476,2.380952,0.002410468,25,-0.520807024
S2594,563700,220800,2005,8.02,11.21,1.8,10.4,0.881,95.2381,1.190476,2.380952,0.002520661,19,-0.52315961
S2598,586659,228921,1991,8.11,12,2.135,6.774754,2.2,81.6092,16.09195,1.724138,0.001355383,22,-0.675393828
S2598,586659,228921,1993,8.135,8.75,2.27,10.53986,0.62,81.6092,16.09195,1.724138,0.002120623,18,-0.147277224
S2598,586659,228921,1994,8.115,14,2,7.341491,0.865,81.6092,16.09195,1.724138,0.002483787,19,-0.239725617
S2598,586659,228921,1995,8.1,14,2,7.730814,0.86,81.6092,16.09195,1.724138,0.002178988,23,-0.507812174
S2598,586659,228921,1997,8.285,12.25,2.2,6.794467,2,81.6092,16.09195,1.724138,0.001245136,24,-0.95334037
S2598,586659,228921,1999,8.215,11.45,1.9,7.090155,1.5,81.6092,16.09195,1.724138,0.002036316,20,-0.917444776
S2598,586659,228921,2000,8.23,10.9,2,7.92794,0.71,81.6092,16.09195,1.724138,0.002714008,27,-0.986377683
S2598,586659,228921,2003,7.8,9.6,2,6.64,0.534,81.6092,16.09195,1.724138,0.003346304,16,-0.403024776
S2598,586659,228921,2005,7.975,10.625,2.205,7.225,0.5345,81.6092,16.09195,1.724138,0.002905318,15,-0.513177481
S2598,586659,228921,2006,7.93,12.83,1.87,6.05,0.689,81.6092,16.09195,1.724138,0.001712062,20,-0.304175043
S2598,586659,228921,2008,8.095,13.505,1.5,5.775,0.573,81.6092,16.09195,1.724138,0.00190013,19,-0.365236331
S2598,586659,228921,2009,8.04,9.43,2,6.6,0.375,81.6092,16.09195,1.724138,0.002315175,18,-0.325310901
S2598,586659,228921,2010,7.94,11.695,1.4,5.72,0.4635,81.6092,16.09195,1.724138,0.001634241,25,-0.559915392
S2601,577700,235500,1993,7.93,9,1.65,3.827725,0.18,95.52239,4.477612,0,0.001336406,21,-1.243028959
S2601,577700,235500,1997,7.95,10.7,1.5,2.112731,0.15,95.52239,4.477612,0,0.000445469,26,-0.782074889
S2601,577700,235500,1999,8.19,11.25,1.5,3.96,0.26,95.52239,4.477612,0,0.001105991,23,-0.823982029
S2601,577700,235500,2000,8.045,9.7,1.1,5.405,0.2,95.52239,4.477612,0,0.002488479,21,-0.6933393
S2601,577700,235500,2003,7.75,11.345,1.3,6.255,0.1045,95.52239,4.477612,0,0.003210445,14,-0.334529539
S2601,577700,235500,2004,7.6,10.675,1.55,3.055,0.09,95.52239,4.477612,0,0.000906298,24,-0.697416101
S2601,577700,235500,2005,7.705,10.18,1.5,6.905,0.114,95.52239,4.477612,0,0.002104455,18,-0.690928616
S2601,577700,235500,2006,7.535,12.175,1.41,4.115,0.155,95.52239,4.477612,0,0.000844854,18,-0.451671352
S2601,577700,235500,2008,7.585,10.18,1.2,3.34,0.1305,95.52239,4.477612,0,0.001075269,18,-0.191684861
S2601,577700,235500,2012,7.585,13.125,1.2,1.735,0.0935,95.52239,4.477612,0,0.000445469,21,-0.472667685
S2601,577700,235500,2013,7.98,12.1,1.5,6.96,0.1,95.52239,4.477612,0,0.002427035,17,-0.573416083
S2604,575300,194050,1991,7.965,12.5,3.13,4.778856,2.265,31.42857,17.14286,45.71429,0.001128134,7,-0.623418205
S2604,575300,194050,1992,7.88,10,2.6,6.28194,1.28,31.42857,17.14286,45.71429,0.001100279,9,-0.772046548
S2604,575300,194050,1994,7.93,13,2.6,6.153808,0.96,31.42857,17.14286,45.71429,0.001991643,9,-0.645656872
S2604,575300,194050,1996,8.1,8.4,2.6,4.971054,0.86,31.42857,17.14286,45.71429,0.001309192,15,-0.857531185
S2604,575300,194050,1997,8.2,11.8,2.5,6.350934,1.6,31.42857,17.14286,45.71429,0.001183844,11,-1.139832577
S2604,575300,194050,1999,8.2,11.7,2,5.069617,1.1,31.42857,17.14286,45.71429,0.002339833,12,-0.902514715
S2604,575300,194050,2000,8.1,11.2,1.5,5.759557,1.26,31.42857,17.14286,45.71429,0.001740947,14,-0.885041774
S2604,575300,194050,2002,8.1,11.55,2.25,4.778856,1.052,31.42857,17.14286,45.71429,0.002284123,11,-1.168030357
S2607,583200,250200,1997,8.28,11.8,2.3,2.211294,0.1,95.58824,4.411765,0,0.001672394,18,-0.615930726
S2607,583200,250200,1998,8.16,12.1,2.4,2.408419,0.19,95.58824,4.411765,0,0.001832761,25,-0.701265108
S2607,583200,250200,1999,8.295,11.55,1.3,9.406383,0.14,95.58824,4.411765,0,0.001912944,27,-0.172004743
S2607,583200,250200,2000,8.23,9.35,1.1,7.385844,0.175,95.58824,4.411765,0,0.002468499,23,-0.258399498
S2610,559700,180390,1991,7.72,10.5,2.6,3.428545,5.175,62.76596,20.21277,9.574468,0.000793826,13,-1.487089793
S2610,559700,180390,1992,7.73,12,2.22,5.079473,3.84,62.76596,20.21277,9.574468,0.000964719,16,-1.111746493
